t,ax,ay,az,gx,gy,gz
0.5744969844818115,0.0,0.0,0.0,0.0,-0.0010652644360316954,0.0010652644360316954
0.5745258331298828,-0.1867477294921875,0.201112939453125,9.80665,0.0,-0.0010652644360316954,0.0010652644360316954
0.5745429992675781,-0.1867477294921875,0.201112939453125,9.80665,0.0,-0.0010652644360316954,0.0010652644360316954
0.5745558738708496,-0.1867477294921875,0.19632453613281248,9.801861596679688,0.0,0.0,0.0010652644360316954
0.5745689868927002,-0.1867477294921875,0.19632453613281248,9.801861596679688,0.0,0.0,0.0010652644360316954
0.5745809078216553,-0.1867477294921875,0.2059013427734375,9.811438403320311,0.0,0.0,0.0010652644360316954
0.5745930671691895,-0.1867477294921875,0.2059013427734375,9.811438403320311,0.0,0.0,0.0010652644360316954
0.5746049880981445,-0.181959326171875,0.201112939453125,9.811438403320311,0.0,0.0,0.0010652644360316954
0.5746169090270996,-0.181959326171875,0.201112939453125,9.811438403320311,0.0,0.0,0.0010652644360316954
0.5746290683746338,-0.1867477294921875,0.201112939453125,9.801861596679688,0.0,0.0,0.0010652644360316954
0.5746400356292725,-0.1867477294921875,0.201112939453125,9.801861596679688,0.0,0.0,0.0010652644360316954
0.574652910232544,-0.181959326171875,0.19632453613281248,9.801861596679688,0.0,0.0,0.0
0.5746638774871826,-0.181959326171875,0.19632453613281248,9.801861596679688,0.0,0.0,0.0
0.5746757984161377,-0.181959326171875,0.19632453613281248,9.801861596679688,-0.0010652644360316954,0.0,0.0010652644360316954
0.5746898651123047,-0.181959326171875,0.19632453613281248,9.801861596679688,-0.0010652644360316954,0.0,0.0010652644360316954
0.5747048854827881,-0.1771709228515625,0.2059013427734375,9.801861596679688,0.0,-0.0010652644360316954,0.0010652644360316954
0.5747239589691162,-0.1771709228515625,0.2059013427734375,9.801861596679688,0.0,-0.0010652644360316954,0.0010652644360316954
0.5747377872467041,-0.19153613281249998,0.2059013427734375,9.811438403320311,0.0,-0.0010652644360316954,0.0010652644360316954
0.5747509002685547,-0.19153613281249998,0.2059013427734375,9.811438403320311,0.0,-0.0010652644360316954,0.0010652644360316954
0.5747649669647217,-0.1867477294921875,0.2059013427734375,9.80665,0.0,-0.0010652644360316954,0.0
